Student_ID,Topic,Quiz_Score,Completion_Time,Mastery_Level
STU0047,Understanding World War II (Exploration),31,374,Needs Improvement
STU0145,Advanced Concepts of Solar System (Key Ideas),62,365,Proficient
STU0349,Advanced Concepts of Electrostatics (Theories),85,289,Mastered
STU0449,Understanding Nouns (Basics),85,238,Mastered
STU0398,Introduction to Conjunctions (Impact),68,174,Proficient
STU0110,Advanced Concepts of Chemical Reactions (Principles),82,355,Proficient
STU0209,Advanced Concepts of Integers (Processes),84,430,Proficient
STU0356,Advanced Concepts of Pressure (Structure),71,460,Proficient
STU0107,Understanding Probability (Dynamics),77,266,Proficient
STU0222,Advanced Concepts of Force (Processes),53,558,Needs Improvement
STU0059,Introduction to World War I (Theories),100,146,Mastered
STU0218,Introduction to Chemical Reactions (Principles),61,223,Proficient
STU0420,Advanced Concepts of Local Government (Exploration),81,390,Proficient
STU0439,Understanding French Revolution (Applications),76,259,Proficient
STU0347,Understanding Ancient Civilizations (Basics),99,144,Mastered
STU0201,Introduction to Democracy (Applications),99,109,Mastered
STU0413,Introduction to Renaissance (Impact),100,118,Mastered
STU0158,Understanding Industrial Revolution (Processes),72,236,Proficient
STU0460,Understanding Adjectives (Applications),66,289,Proficient
STU0390,Introduction to Constitution (Theories),47,226,Needs Improvement
STU0438,Introduction to Punctuation (Key Ideas),65,147,Proficient
STU0367,Understanding French Revolution (Applications),85,256,Mastered
STU0299,Understanding Classification of Organisms (Functions),78,205,Proficient
STU0163,Introduction to Nervous System (Exploration),78,196,Proficient
STU0219,Advanced Concepts of Human Rights (Dynamics),87,293,Mastered
STU0044,Advanced Concepts of Chemical Bonding (Impact),61,459,Proficient
STU0373,Understanding Microorganisms (Structure),88,172,Mastered
STU0106,Introduction to Maps and Scales (Key Ideas),56,265,Needs Improvement
STU0377,Introduction to Maps and Scales (Key Ideas),79,139,Proficient
STU0055,Introduction to Pronouns (Theories),32,225,Needs Improvement
STU0414,Understanding Active and Passive Voice (Systems),60,271,Proficient
STU0260,Understanding Active and Passive Voice (Systems),86,154,Mastered
STU0486,Advanced Concepts of Plate Tectonics (Applications),77,364,Proficient
STU0390,Understanding Geometry (Exploration),77,339,Proficient
STU0242,Advanced Concepts of Verbs (Principles),40,561,Needs Improvement
STU0405,Introduction to Metals and Non-Metals (Processes),69,145,Proficient
STU0200,Introduction to Maps and Scales (Key Ideas),77,175,Proficient
STU0075,Introduction to American Independence (Dynamics),46,177,Needs Improvement
STU0087,Advanced Concepts of Subject-Verb Agreement (Functions),87,248,Mastered
STU0187,Understanding Democracy (Applications),73,194,Proficient
STU0277,Understanding Friction (Key Ideas),33,287,Needs Improvement
STU0139,Advanced Concepts of Electrostatics (Theories),70,319,Proficient
STU0431,Advanced Concepts of Algebra (Theories),100,347,Mastered
STU0335,Advanced Concepts of Weather (Systems),81,363,Proficient
STU0342,Advanced Concepts of Integers (Processes),35,649,Needs Improvement
STU0101,Advanced Concepts of American Independence (Dynamics),49,497,Needs Improvement
STU0316,Introduction to Conjunctions (Impact),65,183,Proficient
STU0446,Introduction to Solutions (Exploration),70,135,Proficient
STU0444,Introduction to Vocabulary (Structure),52,165,Needs Improvement
STU0313,Advanced Concepts of World War II (Exploration),74,369,Proficient
STU0162,Understanding Agriculture (Impact),63,384,Proficient
STU0361,Introduction to Force (Processes),77,175,Proficient
STU0037,Introduction to Solar System (Key Ideas),73,197,Proficient
STU0156,Understanding Genetics (Impact),92,194,Mastered
STU0299,Understanding Friction (Key Ideas),89,200,Mastered
STU0331,Understanding Direct and Indirect Speech (Processes),76,329,Proficient
STU0215,Advanced Concepts of Natural Vegetation (Structure),73,443,Proficient
STU0421,Understanding World War I (Theories),45,293,Needs Improvement
STU0060,Advanced Concepts of Microorganisms (Structure),52,594,Needs Improvement
STU0044,Advanced Concepts of Human Rights (Dynamics),93,295,Mastered
STU0435,Advanced Concepts of Profit and Loss (Systems),77,299,Proficient
STU0023,Understanding Data Handling (Functions),69,236,Proficient
STU0471,Understanding Force (Processes),100,177,Mastered
STU0432,Understanding Integers (Processes),71,324,Proficient
STU0129,Understanding Circulation (Theories),64,288,Proficient
STU0129,Understanding Metals and Non-Metals (Processes),62,192,Proficient
STU0238,Advanced Concepts of Cold War (Key Ideas),81,446,Proficient
STU0331,Advanced Concepts of Plant Reproduction (Processes),95,254,Mastered
STU0232,Advanced Concepts of Natural Vegetation (Structure),74,375,Proficient
STU0017,Advanced Concepts of States of Matter (Dynamics),73,385,Proficient
STU0337,Understanding Number Systems (Structure),74,199,Proficient
STU0013,Introduction to Circulation (Theories),65,202,Proficient
STU0411,Advanced Concepts of Respiration (Applications),70,385,Proficient
STU0062,Advanced Concepts of Electrostatics (Theories),56,552,Needs Improvement
STU0339,Understanding Motion (Systems),70,390,Proficient
STU0414,Advanced Concepts of Cell Division (Dynamics),100,345,Mastered
STU0238,Advanced Concepts of Digestion (Principles),80,404,Proficient
STU0495,Advanced Concepts of Light Refraction (Impact),61,345,Proficient
STU0272,Introduction to Civics (Functions),51,309,Needs Improvement
STU0455,Advanced Concepts of Fractions (Basics),43,668,Needs Improvement
STU0088,Understanding Medieval Period (Systems),68,314,Proficient
STU0250,Advanced Concepts of Laws of Motion (Basics),76,356,Proficient
STU0391,Introduction to Electromagnetism (Functions),98,133,Mastered
STU0434,Advanced Concepts of Human Rights (Dynamics),60,431,Proficient
STU0223,Advanced Concepts of French Revolution (Applications),52,495,Needs Improvement
STU0255,Introduction to Agriculture (Impact),82,178,Proficient
STU0290,Introduction to Ecosystems (Systems),92,92,Mastered
STU0399,Understanding Sound Waves (Processes),81,329,Proficient
STU0080,Introduction to Chemical Reactions (Principles),49,186,Needs Improvement
STU0019,Understanding World War II (Exploration),61,265,Proficient
STU0334,Advanced Concepts of Prepositions (Dynamics),71,350,Proficient
STU0064,Introduction to Sound (Principles),82,241,Proficient
STU0178,Understanding Work and Energy (Principles),100,238,Mastered
STU0477,Introduction to Human Rights (Dynamics),90,97,Mastered
STU0171,Understanding Light Reflection (Systems),67,296,Proficient
STU0374,Understanding Circulation (Theories),85,170,Mastered
STU0423,Advanced Concepts of Mountains (Systems),46,532,Needs Improvement
STU0139,Understanding Friction (Key Ideas),93,146,Mastered
STU0404,Understanding Motion (Systems),93,241,Mastered
STU0267,Understanding Direct and Indirect Speech (Processes),79,340,Proficient
STU0353,Understanding Medieval Period (Systems),78,311,Proficient
STU0224,Advanced Concepts of Gravitation (Applications),44,612,Needs Improvement
STU0209,Understanding Algebra (Theories),54,279,Needs Improvement
STU0192,Advanced Concepts of Globe and Maps (Processes),86,305,Mastered
STU0059,Understanding Indian Independence (Functions),77,223,Proficient
STU0084,Understanding Circulation (Theories),82,260,Proficient
STU0484,Understanding World War I (Theories),67,287,Proficient
STU0291,Understanding Conjunctions (Impact),53,286,Needs Improvement
STU0197,Advanced Concepts of Roman Empire (Principles),70,461,Proficient
STU0429,Introduction to Classification of Organisms (Functions),55,250,Needs Improvement
STU0029,Advanced Concepts of Light Refraction (Impact),90,290,Mastered
STU0270,Advanced Concepts of Rivers (Processes),48,399,Needs Improvement
STU0141,Advanced Concepts of Health and Diseases (Key Ideas),24,562,Needs Improvement
STU0360,Introduction to Democracy (Applications),75,156,Proficient
STU0070,Understanding Simple Machines (Impact),68,211,Proficient
STU0406,Advanced Concepts of French Revolution (Applications),65,497,Proficient
STU0231,Understanding Earth's Layers (Principles),82,270,Proficient
STU0030,Understanding Active and Passive Voice (Systems),93,259,Mastered
STU0170,Advanced Concepts of Nervous System (Exploration),86,314,Mastered
STU0051,Advanced Concepts of Algebra (Theories),80,290,Proficient
STU0287,Advanced Concepts of Geometry (Exploration),72,396,Proficient
STU0251,Advanced Concepts of Algebra (Theories),98,235,Mastered
STU0368,Introduction to Cold War (Key Ideas),67,243,Proficient
STU0063,Advanced Concepts of Cell Division (Dynamics),42,615,Needs Improvement
STU0448,Understanding Climate Zones (Theories),83,330,Proficient
STU0493,Advanced Concepts of Direct and Indirect Speech (Processes),77,455,Proficient
STU0163,Understanding Globe and Maps (Processes),78,307,Proficient
STU0246,Introduction to Measurement (Key Ideas),96,175,Mastered
STU0301,Advanced Concepts of Light (Basics),78,376,Proficient
STU0451,Understanding Tenses (Exploration),84,294,Proficient
STU0402,Advanced Concepts of Medieval Period (Systems),51,541,Needs Improvement
STU0496,Advanced Concepts of States of Matter (Functions),72,350,Proficient
STU0304,Advanced Concepts of Measurement (Key Ideas),91,291,Mastered
STU0190,Understanding Plant Reproduction (Processes),74,265,Proficient
STU0460,Advanced Concepts of Rivers (Processes),73,450,Proficient
STU0231,Introduction to Light Reflection (Systems),84,199,Proficient
STU0435,Understanding Fractions (Basics),88,168,Mastered
STU0271,Understanding Prepositions (Dynamics),95,219,Mastered
STU0335,Introduction to Work and Energy (Principles),87,119,Mastered
STU0420,Advanced Concepts of Water Cycle (Structure),69,491,Proficient
STU0085,Advanced Concepts of Mountains (Systems),60,438,Proficient
STU0434,Understanding Probability (Dynamics),100,266,Mastered
STU0140,Understanding Microorganisms (Structure),87,293,Mastered
STU0381,Understanding Subject-Verb Agreement (Functions),70,249,Proficient
STU0417,Understanding Ancient Civilizations (Structure),87,222,Mastered
STU0170,Understanding Electrostatics (Theories),100,207,Mastered
STU0322,Advanced Concepts of Human Rights (Dynamics),80,464,Proficient
STU0366,Understanding Data Handling (Functions),93,237,Mastered
STU0229,Understanding Acids and Bases (Basics),54,288,Needs Improvement
STU0267,Advanced Concepts of Direct and Indirect Speech (Processes),47,623,Needs Improvement
STU0005,Understanding Population Geography (Functions),39,327,Needs Improvement
STU0020,Advanced Concepts of Combustion (Key Ideas),74,393,Proficient
STU0494,Understanding Earth's Layers (Principles),85,157,Mastered
STU0494,Understanding Sound Waves (Processes),91,163,Mastered
STU0027,Advanced Concepts of Periodic Table (Applications),80,349,Proficient
STU0215,Understanding Resources (Impact),77,365,Proficient
STU0183,Introduction to Magnets (Theories),84,138,Proficient
STU0193,Understanding Classification of Organisms (Functions),88,195,Mastered
STU0489,Advanced Concepts of Constitution (Theories),71,443,Proficient
STU0461,Understanding Respiration (Applications),61,262,Proficient
STU0224,Understanding Electricity (Applications),68,253,Proficient
STU0477,Understanding Water Cycle (Structure),68,359,Proficient
STU0182,Advanced Concepts of Periodic Table (Applications),73,321,Proficient
STU0318,Understanding Respiration (Applications),98,246,Mastered
STU0354,Understanding Algebra (Theories),87,159,Mastered
STU0136,Advanced Concepts of Electricity (Applications),67,297,Proficient
STU0168,Introduction to Fractions (Basics),84,161,Proficient
STU0175,Advanced Concepts of Tenses (Exploration),72,486,Proficient
STU0212,Introduction to Thermodynamics (Dynamics),60,190,Proficient
STU0398,Introduction to Direct and Indirect Speech (Processes),63,170,Proficient
STU0280,Understanding Cell Division (Dynamics),82,273,Proficient
STU0257,Introduction to Profit and Loss (Systems),55,190,Needs Improvement
STU0100,Introduction to Integers (Processes),95,142,Mastered
STU0033,Advanced Concepts of Ancient Civilizations (Structure),80,422,Proficient
STU0123,Advanced Concepts of Number Systems (Structure),61,375,Proficient
STU0170,Understanding Cell Division (Dynamics),53,283,Needs Improvement
STU0399,Introduction to Rivers (Processes),58,151,Needs Improvement
STU0218,Advanced Concepts of Indian Independence (Functions),84,496,Proficient
STU0434,Advanced Concepts of Mountains (Systems),84,313,Proficient
STU0045,Understanding Weather (Systems),68,309,Proficient
STU0384,Introduction to States of Matter (Functions),80,152,Proficient
STU0018,Introduction to Ancient Egypt (Structure),94,101,Mastered
STU0404,Introduction to Natural Vegetation (Structure),53,191,Needs Improvement
STU0364,Introduction to Synthetic Fibres (Structure),52,191,Needs Improvement
STU0043,Understanding World War I (Theories),53,406,Needs Improvement
STU0349,Advanced Concepts of Gravitation (Applications),93,264,Mastered
STU0416,Advanced Concepts of Digestion (Principles),53,493,Needs Improvement
STU0208,Advanced Concepts of French Revolution (Applications),63,398,Proficient
STU0332,Understanding Motion (Systems),56,250,Needs Improvement
STU0368,Introduction to Weather (Systems),88,170,Mastered
STU0215,Introduction to Direct and Indirect Speech (Processes),64,200,Proficient
STU0081,Advanced Concepts of Human Rights (Dynamics),97,233,Mastered
STU0127,Advanced Concepts of Vocabulary (Structure),56,402,Needs Improvement
STU0485,Advanced Concepts of Ecosystems (Systems),82,426,Proficient
STU0313,Understanding Light (Basics),86,225,Mastered
STU0019,Introduction to American Independence (Dynamics),65,159,Proficient
STU0224,Introduction to Algebra (Theories),68,214,Proficient
STU0264,Advanced Concepts of Mountains (Systems),92,334,Mastered
STU0208,Understanding Oceans (Exploration),82,318,Proficient
STU0010,Advanced Concepts of States of Matter (Functions),72,394,Proficient
STU0279,Introduction to Acids and Bases (Basics),50,208,Needs Improvement
STU0106,Understanding Active and Passive Voice (Systems),53,514,Needs Improvement
STU0083,Understanding Fractions (Basics),38,433,Needs Improvement
STU0230,Advanced Concepts of Profit and Loss (Systems),90,301,Mastered
STU0493,Introduction to Constitution (Theories),38,168,Needs Improvement
STU0306,Advanced Concepts of Chemical Reactions (Principles),38,500,Needs Improvement
STU0217,Introduction to Heat (Exploration),47,197,Needs Improvement
STU0176,Understanding Climate Zones (Theories),89,219,Mastered
STU0082,Understanding French Revolution (Applications),85,270,Mastered
STU0251,Understanding Photosynthesis (Basics),75,283,Proficient
STU0473,Introduction to Oceans (Exploration),63,168,Proficient
STU0071,Understanding Ecosystems (Systems),87,213,Mastered
STU0500,Understanding Roman Empire (Principles),62,277,Proficient
STU0422,Advanced Concepts of Friction (Key Ideas),52,437,Needs Improvement
STU0183,Introduction to Cold War (Key Ideas),57,204,Needs Improvement
STU0208,Introduction to Punctuation (Key Ideas),90,119,Mastered
STU0242,Introduction to Pronouns (Theories),78,170,Proficient
STU0089,Advanced Concepts of World War I (Theories),41,532,Needs Improvement
STU0208,Advanced Concepts of Water Cycle (Structure),71,426,Proficient
STU0330,Understanding Subject-Verb Agreement (Functions),82,297,Proficient
STU0319,Advanced Concepts of Human Rights (Dynamics),32,444,Needs Improvement
STU0270,Understanding Ecosystems (Systems),83,256,Proficient
STU0125,Introduction to Electromagnetism (Functions),100,139,Mastered
STU0455,Advanced Concepts of Light (Basics),86,243,Mastered
STU0240,Advanced Concepts of French Revolution (Applications),85,311,Mastered
STU0315,Introduction to Ancient Civilizations (Basics),61,215,Proficient
STU0500,Understanding Verbs (Principles),100,231,Mastered
STU0197,Understanding Constitution (Theories),84,283,Proficient
STU0388,Understanding Rivers (Processes),47,461,Needs Improvement
STU0475,Advanced Concepts of Conjunctions (Impact),82,353,Proficient
STU0255,Introduction to Natural Vegetation (Structure),75,237,Proficient
STU0208,Introduction to Metals and Non-Metals (Processes),66,242,Proficient
STU0157,Introduction to Verbs (Principles),100,118,Mastered
STU0230,Advanced Concepts of Classification of Organisms (Functions),69,394,Proficient
STU0085,Introduction to Cell Division (Dynamics),84,242,Proficient
STU0125,Understanding Weather (Systems),86,259,Mastered
STU0150,Advanced Concepts of World War I (Theories),83,339,Proficient
STU0296,Advanced Concepts of Resources (Impact),100,355,Mastered
STU0357,Understanding Vocabulary (Structure),49,290,Needs Improvement
STU0320,Introduction to Adjectives (Applications),44,334,Needs Improvement
STU0266,Understanding Data Handling (Functions),47,442,Needs Improvement
STU0208,Understanding States of Matter (Functions),41,380,Needs Improvement
STU0412,Advanced Concepts of Subject-Verb Agreement (Functions),59,629,Needs Improvement
STU0186,Introduction to Natural Vegetation (Structure),84,238,Proficient
STU0384,Introduction to Fractions (Basics),77,167,Proficient
STU0359,Advanced Concepts of Digestion (Principles),89,295,Mastered
STU0272,Understanding Profit and Loss (Systems),92,212,Mastered
STU0165,Advanced Concepts of Direct and Indirect Speech (Processes),63,331,Proficient
STU0251,Understanding Globe and Maps (Processes),64,353,Proficient
STU0258,Advanced Concepts of Chemical Bonding (Impact),58,457,Needs Improvement
STU0381,Introduction to Adaptations (Dynamics),74,223,Proficient
STU0184,Understanding Roman Empire (Principles),48,361,Needs Improvement
STU0040,Introduction to Measurement (Key Ideas),88,137,Mastered
STU0066,Understanding Laws of Motion (Basics),85,205,Mastered
STU0451,Advanced Concepts of Microorganisms (Structure),70,395,Proficient
STU0388,Advanced Concepts of Digestion (Principles),48,512,Needs Improvement
STU0112,Advanced Concepts of Roman Empire (Principles),81,421,Proficient
STU0062,Advanced Concepts of Nouns (Basics),78,425,Proficient
STU0276,Introduction to Plate Tectonics (Applications),100,160,Mastered
STU0308,Understanding Industrial Revolution (Processes),74,262,Proficient
STU0381,Understanding Synthetic Fibres (Structure),91,190,Mastered
STU0202,Understanding Freedom Struggle (Principles),100,169,Mastered
STU0140,Understanding Magnets (Theories),56,496,Needs Improvement
STU0453,Understanding Roman Empire (Principles),62,317,Proficient
STU0295,Introduction to States of Matter (Dynamics),75,171,Proficient
STU0434,Introduction to Solar System (Key Ideas),100,143,Mastered
STU0109,Understanding Classification of Organisms (Functions),39,390,Needs Improvement
STU0094,Understanding Democracy (Applications),85,285,Mastered
STU0334,Understanding Light Reflection (Systems),100,148,Mastered
STU0266,Advanced Concepts of Cell Division (Dynamics),80,316,Proficient
STU0052,Advanced Concepts of Climate Zones (Theories),82,311,Proficient
STU0332,Introduction to Chemical Reactions (Principles),100,129,Mastered
STU0326,Understanding World War II (Exploration),99,180,Mastered
STU0095,Introduction to Chemical Reactions (Principles),77,127,Proficient
STU0031,Understanding Ratio (Impact),90,222,Mastered
STU0389,Introduction to Acids and Bases (Basics),80,218,Proficient
STU0173,Understanding Digestion (Principles),69,276,Proficient
STU0160,Understanding Carbon Compounds (Systems),80,248,Proficient
STU0064,Understanding Local Government (Exploration),79,352,Proficient
STU0120,Introduction to Measurement (Key Ideas),93,100,Mastered
STU0429,Advanced Concepts of Democracy (Applications),84,396,Proficient
STU0004,Understanding Plate Tectonics (Applications),72,317,Proficient
STU0326,Advanced Concepts of Weather (Systems),32,628,Needs Improvement
STU0224,Introduction to Natural Vegetation (Structure),92,182,Mastered
STU0223,Advanced Concepts of Periodic Table (Applications),63,467,Proficient
STU0223,Advanced Concepts of Sound Waves (Processes),95,296,Mastered
STU0341,Advanced Concepts of Plate Tectonics (Applications),45,476,Needs Improvement
STU0184,Advanced Concepts of States of Matter (Functions),78,344,Proficient
STU0393,Introduction to French Revolution (Applications),69,146,Proficient
STU0199,Advanced Concepts of American Independence (Dynamics),72,424,Proficient
STU0238,Introduction to Solutions (Exploration),51,266,Needs Improvement
STU0149,Understanding Medieval Period (Systems),45,306,Needs Improvement
STU0437,Advanced Concepts of Circulation (Theories),91,250,Mastered
STU0465,Advanced Concepts of World War II (Exploration),100,298,Mastered
STU0025,Introduction to Atoms and Molecules (Theories),90,165,Mastered
STU0434,Advanced Concepts of Heat (Exploration),71,449,Proficient
STU0461,Introduction to Microorganisms (Structure),91,149,Mastered
STU0099,Understanding Agriculture (Impact),64,241,Proficient
STU0272,Introduction to Circulation (Theories),100,114,Mastered
STU0386,Introduction to Electrostatics (Theories),99,177,Mastered
STU0116,Advanced Concepts of Verbs (Principles),77,409,Proficient
STU0423,Introduction to Mountains (Systems),55,233,Needs Improvement
STU0066,Understanding Indus Valley Civilization (Basics),85,215,Mastered
STU0485,Advanced Concepts of Tenses (Exploration),48,529,Needs Improvement
STU0064,Introduction to Carbon Compounds (Systems),60,204,Proficient
STU0430,Understanding Indian Independence (Functions),86,222,Mastered
STU0291,Advanced Concepts of Prepositions (Dynamics),71,404,Proficient
STU0308,Understanding Electricity (Applications),85,172,Mastered
STU0260,Understanding Climate Zones (Theories),67,286,Proficient
STU0379,Advanced Concepts of Civics (Functions),66,414,Proficient
STU0079,Understanding Force (Processes),96,214,Mastered
STU0483,Advanced Concepts of Electromagnetism (Functions),100,336,Mastered
STU0033,Advanced Concepts of Electricity (Applications),75,381,Proficient
STU0113,Introduction to Indian Independence (Functions),87,111,Mastered
STU0241,Understanding Coal and Petroleum (Functions),85,212,Mastered
STU0290,Introduction to Local Government (Exploration),66,204,Proficient
STU0451,Advanced Concepts of Nervous System (Exploration),64,342,Proficient
STU0381,Introduction to Photosynthesis (Basics),76,212,Proficient
STU0475,Understanding Simple Machines (Impact),98,279,Mastered
STU0458,Advanced Concepts of Rivers (Processes),69,343,Proficient
STU0213,Understanding Magnets (Theories),61,369,Proficient
STU0033,Introduction to Profit and Loss (Systems),80,182,Proficient
STU0127,Understanding Oceans (Exploration),91,186,Mastered
STU0243,Introduction to Punctuation (Key Ideas),80,171,Proficient
STU0119,Understanding Simple Machines (Impact),77,240,Proficient
STU0410,Advanced Concepts of Fractions (Basics),57,500,Needs Improvement
STU0282,Understanding Health and Diseases (Key Ideas),100,272,Mastered
STU0006,Understanding Human Rights (Dynamics),88,227,Mastered
STU0157,Understanding Metals and Non-Metals (Processes),53,357,Needs Improvement
STU0153,Understanding Coal and Petroleum (Functions),59,370,Needs Improvement
STU0025,Understanding Ancient Egypt (Structure),95,238,Mastered
STU0287,Advanced Concepts of Light Reflection (Systems),29,628,Needs Improvement
STU0378,Advanced Concepts of Ancient Civilizations (Basics),86,362,Mastered
STU0163,Introduction to Direct and Indirect Speech (Processes),73,210,Proficient
STU0433,Understanding Digestion (Principles),40,282,Needs Improvement
STU0455,Understanding Plate Tectonics (Applications),43,365,Needs Improvement
STU0478,Understanding Fractions (Basics),74,277,Proficient
STU0177,Advanced Concepts of Civics (Functions),85,335,Mastered
STU0251,Introduction to Laws of Motion (Basics),58,232,Needs Improvement
STU0362,Advanced Concepts of Direct and Indirect Speech (Processes),82,374,Proficient
STU0158,Understanding Water Cycle (Structure),58,365,Needs Improvement
STU0125,Understanding Ecosystems (Systems),85,194,Mastered
STU0377,Advanced Concepts of Respiration (Applications),68,361,Proficient
STU0179,Understanding Democracy (Applications),77,305,Proficient
STU0098,Advanced Concepts of Ancient Civilizations (Structure),70,362,Proficient
STU0345,Understanding Fractions (Basics),92,184,Mastered
STU0149,Understanding Democracy (Applications),65,284,Proficient
STU0305,Understanding Conjunctions (Impact),81,365,Proficient
STU0450,Advanced Concepts of Population Geography (Functions),77,295,Proficient
STU0240,Understanding Heat (Exploration),70,249,Proficient
STU0038,Introduction to Profit and Loss (Systems),100,151,Mastered
STU0403,Advanced Concepts of Globe and Maps (Processes),57,489,Needs Improvement
STU0191,Understanding Simple Machines (Impact),63,376,Proficient
STU0008,Introduction to Constitution (Theories),62,177,Proficient
STU0300,Understanding Probability (Dynamics),100,183,Mastered
STU0030,Understanding Conjunctions (Impact),95,207,Mastered
STU0307,Understanding Electricity (Applications),89,155,Mastered
STU0262,Advanced Concepts of Decimals (Principles),70,487,Proficient
STU0020,Understanding Civics (Functions),74,231,Proficient
STU0177,Introduction to Active and Passive Voice (Systems),86,110,Mastered
STU0271,Introduction to Weather (Systems),66,126,Proficient
STU0121,Advanced Concepts of Indus Valley Civilization (Basics),67,441,Proficient
STU0143,Advanced Concepts of Probability (Dynamics),41,466,Needs Improvement
STU0035,Introduction to Profit and Loss (Systems),100,181,Mastered
STU0486,Advanced Concepts of Synthetic Fibres (Structure),100,268,Mastered
STU0121,Understanding Verbs (Principles),83,235,Proficient
STU0204,Advanced Concepts of Weather (Systems),77,360,Proficient
STU0358,Introduction to Sound Waves (Processes),60,229,Proficient
STU0244,Advanced Concepts of Gravitation (Applications),71,320,Proficient
STU0473,Introduction to Percentages (Applications),73,202,Proficient
STU0209,Advanced Concepts of Measurement (Key Ideas),40,496,Needs Improvement
STU0462,Advanced Concepts of Population Geography (Functions),75,439,Proficient
STU0253,Introduction to Local Government (Exploration),58,294,Needs Improvement
STU0346,Introduction to Pressure (Structure),72,139,Proficient
STU0054,Understanding Integers (Processes),61,306,Proficient
STU0275,Understanding Fractions (Basics),66,248,Proficient
STU0363,Introduction to Metals and Non-Metals (Processes),56,317,Needs Improvement
STU0001,Advanced Concepts of Verbs (Principles),67,327,Proficient
STU0325,Advanced Concepts of Carbon Compounds (Systems),90,248,Mastered
STU0198,Understanding Magnets (Theories),76,394,Proficient
STU0399,Understanding Carbon Compounds (Systems),91,198,Mastered
STU0070,Understanding Sound Waves (Processes),48,295,Needs Improvement
STU0077,Advanced Concepts of Magnetism (Exploration),86,254,Mastered
STU0022,Advanced Concepts of Adaptations (Dynamics),89,358,Mastered
STU0033,Understanding Verbs (Principles),79,268,Proficient
STU0225,Understanding Percentages (Applications),71,244,Proficient
STU0181,Advanced Concepts of Circulation (Theories),91,222,Mastered
STU0373,Understanding Simple Machines (Impact),89,180,Mastered
STU0240,Advanced Concepts of Human Rights (Dynamics),71,363,Proficient
STU0249,Advanced Concepts of Light Reflection (Systems),80,419,Proficient
STU0409,Understanding Pressure (Structure),94,187,Mastered
STU0325,Introduction to Resources (Impact),69,140,Proficient
STU0321,Advanced Concepts of Solar System (Basics),62,456,Proficient
STU0351,Understanding Resources (Impact),76,227,Proficient
STU0369,Introduction to Medieval Period (Systems),82,189,Proficient
STU0130,Introduction to Probability (Dynamics),49,263,Needs Improvement
STU0168,Introduction to Heat (Exploration),72,142,Proficient
STU0261,Advanced Concepts of Chemical Bonding (Impact),81,394,Proficient
STU0440,Advanced Concepts of Globe and Maps (Processes),75,393,Proficient
STU0073,Advanced Concepts of Data Handling (Functions),64,409,Proficient
STU0321,Understanding Ancient Civilizations (Structure),79,347,Proficient
STU0489,Introduction to Classification of Organisms (Functions),97,133,Mastered
STU0219,Understanding Ratio (Impact),100,188,Mastered
STU0116,Understanding Nervous System (Exploration),73,337,Proficient
STU0333,Understanding Data Handling (Functions),78,339,Proficient
STU0429,Understanding Ecosystems (Systems),51,300,Needs Improvement
STU0450,Understanding Tenses (Exploration),87,293,Mastered
STU0475,Understanding Population Geography (Functions),68,365,Proficient
STU0216,Understanding French Revolution (Applications),42,241,Needs Improvement
STU0363,Understanding Nervous System (Exploration),70,305,Proficient
STU0437,Introduction to Ancient Egypt (Structure),52,175,Needs Improvement
STU0321,Advanced Concepts of Climate Zones (Theories),56,588,Needs Improvement
STU0211,Understanding Roman Empire (Principles),79,369,Proficient
STU0155,Understanding Measurement (Key Ideas),84,253,Proficient
STU0320,Advanced Concepts of Natural Vegetation (Structure),92,279,Mastered
STU0317,Introduction to Indian Independence (Functions),100,117,Mastered
STU0095,Understanding Measurement (Key Ideas),84,289,Proficient
STU0436,Advanced Concepts of Adaptations (Dynamics),96,226,Mastered
STU0260,Understanding Solutions (Exploration),90,246,Mastered
STU0019,Advanced Concepts of Indus Valley Civilization (Basics),20,402,Needs Improvement
STU0163,Advanced Concepts of Force (Processes),98,340,Mastered
STU0094,Advanced Concepts of Oceans (Exploration),42,411,Needs Improvement
STU0296,Introduction to Measurement (Key Ideas),66,123,Proficient
STU0364,Understanding Genetics (Impact),69,210,Proficient
STU0266,Advanced Concepts of Ancient Egypt (Structure),65,448,Proficient
STU0143,Understanding Freedom Struggle (Key Ideas),69,249,Proficient
STU0201,Advanced Concepts of Ecosystems (Systems),68,363,Proficient
STU0304,Introduction to Conjunctions (Impact),65,138,Proficient
STU0193,Introduction to Democracy (Applications),57,166,Needs Improvement
STU0483,Advanced Concepts of Algebra (Theories),91,254,Mastered
STU0272,Advanced Concepts of Electricity (Applications),91,302,Mastered
STU0048,Advanced Concepts of Direct and Indirect Speech (Processes),77,379,Proficient
STU0324,Understanding Respiration (Applications),39,320,Needs Improvement
STU0064,Introduction to Nouns (Basics),45,242,Needs Improvement
STU0399,Introduction to Number Systems (Structure),100,178,Mastered
STU0270,Understanding Water Cycle (Structure),79,253,Proficient
STU0063,Advanced Concepts of American Independence (Dynamics),58,489,Needs Improvement
STU0280,Advanced Concepts of Water Cycle (Structure),73,321,Proficient
STU0142,Introduction to Solar System (Key Ideas),100,139,Mastered
STU0277,Introduction to Mountains (Systems),98,156,Mastered
STU0290,Advanced Concepts of States of Matter (Dynamics),50,493,Needs Improvement
STU0143,Introduction to Punctuation (Key Ideas),91,113,Mastered
